id,name
4631,VEPH1
4636,PLPP5
37408,MTMR3
37411,DNM3
37415,ZC3H18
4648,LGR5
4652,AKAP9
37427,SKIV2L
37434,PLXNB2
37441,RPP30
4675,PASK
4676,CHST3
4677,MCOLN3
4678,PFKM
4684,SHROOM3
4686,TBRG4
37457,LDB1
4690,NBEAL1
4691,PELI3
37460,LCN2
37465,LYRM2
37466,TRAF5
4698,GRPEL1
4701,IL1R1
37469,SWT1
4707,SVIL
37477,ADAMTS17
37481,ZNF568
4714,REL
4716,MFRP
37492,GPR62
37494,SLC35A3
37500,BASP1
4736,SLC50A1
4738,KRT78
4739,ZBTB25
4740,KIF1B
4742,PAK2
37512,KCNIP3
37518,RNASEH1
37519,EFEMP2
37521,KCNS1
4754,PIGQ
37523,CAMK2N1
37525,TGFB1I1
4761,ADA2
37534,PRSS23
4768,RNF146
4769,SLC35C2
37538,HTR3C
4770,CCNT1
4777,MDH1
4778,RAD9A
37547,GMPR2
37545,ZNF345
37549,N6AMT1
37556,RPL38
4789,G3BP2
37562,POLB
4797,FZD2
4798,C12orf73
4802,EXOC1
4805,KIN
4807,LCORL
4810,C14orf119
37581,GIMAP4
4816,FLVCR2
37586,ZNF329
37587,KIF15
4821,USP21
37591,PAXX
37598,CALN1
4832,MED8
4834,TRMT6
4838,HOXC8
37607,ZNF428
4842,CANX
37611,UBR1
4847,C2CD4B
37621,GNG8
37623,ZNF189
4855,PTGER2
4860,GSTO2
37630,PFKFB2
4874,DUSP16
4875,LIG4
37650,IL1B
4885,SENP7
4886,CRELD2
4888,ATG4A
4889,TRIT1
37667,EPOR
37669,RECQL
37673,SLC22A7
4907,HFE
4915,CCL19
37685,ADRA1D
4918,R3HDM1
37687,BCAP29
37688,DPYS
37691,ZNF41
4924,RPRD1B
37703,INA
37708,OR2M4
4941,CPE
37710,SLC44A3
4945,RALGAPA2
37715,IFIT1
37717,AMDHD2
4950,NDUFB7
37722,GJA8
37723,SPI1
37724,DNAJB9
37727,SH2D4A
4961,KCTD10
37737,AP5Z1
4972,DACT1
4977,GTF2A2
37753,ACACA
37755,ZC3H15
37758,UQCRB
37759,MEDAG
4992,FAM3A
37761,PPP2R3C
4996,RRP36
37766,DNAJC2
37767,UBE3B
5006,CKAP2
37779,HOXC6
5012,STX2
5015,ABCC2
37784,IRX1
37787,SLC19A1
37794,PTGER1
37795,LAP3
37796,AHSA1
37797,OTUD7A
5033,LHFPL2
37802,MTSS1
37801,SRR
5039,GPT
5044,EP300
5046,PRKAG3
5047,MAP3K12
37816,LIF
5050,DIS3L
37820,BTBD2
37822,CYP2J2
37827,PHLDA2
5059,ZNF317
37829,ANKRD46
37832,HAUS6
37842,UBXN7
37846,PLBD1
5079,INPP1
37850,CCDC130
37853,BUB1B
5086,ATG4C
5088,TAF11
37860,MTREX
5092,RIN2
37862,THAP12
37863,HARBI1
5099,MSL3
37868,IKBKE
37876,FBN1
5108,NUBP2
37879,CSNK1E
37881,ZNF669
37887,CBX2
37890,NDUFB2
37894,LHFPL5
37896,CDC37
5128,SMC5
5133,SBNO1
5135,ENPP2
37908,AUP1
5144,KLHL42
5147,KDM2B
37915,OR2H2
37916,KIAA0895
37922,RAMP3
37927,PDIK1L
5160,RNF34
5163,IDH1
5168,ST13
37938,RPA4
5172,MEST
37944,CCHCR1
5178,RB1
5185,ATXN7L3
5187,FGFBP1
5188,B3GALNT2
37965,NT5C3A
5197,USP50
37967,GRK6
37969,APOBEC1
5202,DNAH5
5203,ZC3H12A
5206,VEGFC
37975,TRPM6
37974,ELAVL4
5210,PAH
37979,LEXM
37983,AZI2
5216,WIF1
5219,GATAD2B
37998,TRAF3IP3
38000,CXCL10
5232,MTERF3
5235,EIF3B
38005,TAF10
38006,OSBPL5
5245,PRAM1
5247,MAX
38015,EHD1
5251,TM4SF19
38019,TAGLN2
38022,CHFR
5254,PTX3
5256,IFITM2
38031,DDI1
5270,SMAD2
38039,ALDH1A3
5276,IKZF2
5279,DCAF16
5280,NRTN
38052,ZNF398
5287,OLIG2
5294,GPSM1
38064,CDH11
5302,HMGN2
5304,TRIM11
5309,FA2H
5310,SEMA3F
5312,GUCA1A
5313,RGMB
38081,VAMP5
5315,PHTF1
5316,DNTTIP1
5317,MAPK3
38090,RNF38
38093,CAND1
38095,DMWD
5329,FGF2
5331,LCP1
5333,MACF1
38102,ALG2
38104,PAFAH1B1
38105,SPATS1
5343,NCL
5351,PTGDR2
5353,ABCG4
5355,CCNK
38126,HRAS
38130,CCNA2
5367,HTT
38136,DHRS13
38135,MAT2A
38141,CCT2
5373,S100P
38146,TRIM14
5380,SEM1
38150,TMEM44
5386,VPS36
38155,MARCKS
38157,GADD45A
5390,TSKS
38159,CLCA4
38163,FIZ1
38171,PDAP1
38176,GORASP1
5409,CCDC66
5412,KLRC1
5413,FAM221A
5414,COL4A4
38180,GPR139
38184,ELOVL7
5417,TIE1
38186,HMGB1
38191,SEL1L
38195,ANP32A
5427,RGS20
38197,SLFN5
38200,PRKCZ
5436,PDS5B
5438,ZNF445
38218,ERI1
5451,PLXNA1
5452,DNHD1
38222,TSEN2
5455,TMEM30B
38226,KLHL38
38228,MAPK14
5460,UBE4A
38231,ZNF607
38232,NFIC
5466,GNPNAT1
38237,TSEN54
5473,IL18
38247,C2CD2
5479,BDH2
5481,EFTUD2
5482,BRSK1
38254,ATP6V1C1
38259,S100B
5492,GCN1
5494,CUL4B
5497,CNIH1
38266,SSH2
38267,POMC
38270,FDCSP
38272,EXOC4
5508,AMFR
5509,EGFR
38276,MRPS22
5513,ZC3H4
5514,NPAS2
5515,DZANK1
38290,KLK1
5523,KIAA1522
38294,COL4A3
38295,CLMN
38297,SPATA46
38299,MT4
38302,BRICD5
5539,HSD3B7
5543,IFNGR1
5544,CNN1
5545,GOLT1B
5546,CEACAM3
38315,THOC3
38313,C2orf15
38317,GRM2
38321,RPS6KB1
5554,MOCS2
5555,RGS4
5557,UBE2QL1
38329,IL26
5565,TROAP
38336,PXDC1
5569,GALR1
38343,SLIT2
5579,TTC39A
5580,TMEM248
38352,IL17A
38354,DRAM1
38358,WRNIP1
5593,PCIF1
38361,LZTS2
38362,ANKRD16
5596,NDST1
38365,COPS6
5599,SMARCA1
38368,DHX16
5604,DCUN1D1
38372,NDUFA11
5605,MEOX2
5607,ACSM1
5608,PTPN14
5614,EFCAB14
5615,CCDC9B
5623,VCP
5624,CPEB3
5627,NPPC
38398,ZNF91
38402,ZNF654
38411,COQ2
5644,RBMX2
5647,TRPM3
5648,HPS1
38418,MRPS9
5654,TMEM222
38423,IGFBP3
5655,TMEM199
38427,PAM16
5662,EMC2
38430,GLA
38431,UTP23
38432,MOCS1
5665,TMEM64
38437,RFXAP
5672,FOS
5681,CSTF3
5683,TMEM151A
38454,GALE
5689,DDX42
38461,CEP152
38463,SPATA6L
38464,PBX3
5697,SYF2
38466,MSMP
5707,HLA-B
5709,COMMD3
38477,HSPG2
5711,SDHD
5718,CAPRIN2
5719,PPP2R1A
38489,RAB8A
5723,CD2BP2
38493,PTPN13
5733,DTX3L
5735,CERS2
38504,PIGM
5744,DHTKD1
38514,ACTB
5747,KATNBL1
5749,CASS4
38523,ALKBH6
5760,PTCH2
38538,OTUD6B
5776,ZFP1
5778,POLR2F
38551,SHOX2
5785,CCDC58
5787,HTRA2
5796,DTD1
38566,RAPGEF2
5802,SLC29A3
5803,COL1A1
38571,FLNA
5804,RNASEH2B
5806,TCF7L2
38574,LMX1A
38578,CST6
38580,MFSD8
5814,STIP1
38582,TXN
38584,NFATC2
38585,DCHS2
5818,CTDSPL
5819,ZNF792
38588,OR52B2
5824,GNAQ
38592,MGAT4A
5829,TRIM23
38599,ATG16L2
5832,SLC29A1
5834,ZNF132
38603,LSG1
5836,THNSL2
38606,BCL3
38610,SDHC
38618,MMD2
5853,LHX6
38627,NRG2
5862,SH3GLB1
5864,TM9SF3
5869,DPF2
5873,TUBGCP2
38645,ELMO3
38648,RBFOX1
38649,MYCN
5887,WDR4
5888,TNFSF10
5889,DRG2
5890,PAAF1
5897,CMTR1
38668,GTPBP8
5901,PLEKHJ1
5902,PARN
38677,PXDN
38678,CTDNEP1
5911,SLC16A7
5913,RASL11A
38692,POLD4
5925,IPMK
38695,ARHGEF6
5927,CD3D
5929,SP2
5938,ABCD4
38707,CALML4
5949,SMG7
38718,MT1F
5954,RHBDF1
38725,OGFR
38729,ZNF713
5962,TSHZ2
38745,ENSA
5979,ALS2CL
38748,MROH6
38751,MESD
38757,NEDD1
5991,ZNF614
38760,METTL14
38764,GLP2R
6008,ST6GALNAC2
38778,IP6K3
6018,USP34
38787,REN
6030,LIPA
38801,ZNF214
6034,CYP11B2
38802,GATA2
6036,RHOBTB3
6042,CISD3
38813,POC5
6045,CD84
38818,PDK2
38823,TRMT5
38824,KCNMB3
6057,BMP1
6063,TRA2B
6066,NCOA4
6067,HEBP2
6071,PROC
6072,MICA
6073,CDH26
38847,SP1
6080,HS2ST1
38850,EIF1AD
38852,TCAF2
6085,PTAR1
38857,SF3B5
6092,PTCD2
38861,ARID1A
6095,TNFAIP2
6097,HINT2
6098,NDUFS2
6099,FEZ2
38866,TBC1D4
6104,RAB34
6106,WDR45
38876,ADAM10
6109,XAGE3
6111,TRADD
6113,CNOT10
38884,WNT9B
38885,CD93
38888,C1orf159
6121,GTF2I
38889,ODC1
6125,ZMAT2
6129,SCD
38901,ZBTB20
6139,ZNF254
38907,HSP90AB1
38912,HEBP1
38913,S100G
38919,SLC22A1
38920,BCL7B
6154,ERBB3
6155,DNMT3L
38925,PSMC6
6166,MYBL2
38940,MCUR1
38941,KNTC1
6173,STON1
6177,ALG3
6180,MISP
6181,VRK3
38956,LIMS1
38962,UBE3A
38963,ZFP30
6197,PLS3
38966,NSD3
6208,RBMXL2
38981,ZNF672
38984,BLVRA
38985,MMP28
6218,UQCR10
38989,KLHDC2
38991,RNF166
38993,DCLK2
6225,CHCHD2
6227,RCC1
6231,DUS3L
6232,SYT5
39003,GCC2
6239,RLN2
39009,TMEM263
6241,ZMIZ2
39014,KRT16
39016,TMEM125
6248,DLD
39017,RNPC3
6251,PTPRU
39020,TTC21B
39026,TRIM63
39027,FAM20A
6266,ZNF124
39036,NEPRO
6269,TMLHE
6270,PDE6D
6271,ZBTB9
39043,CSK
6277,MICAL3
6278,CIDEB
6281,MYOM2
39055,ATXN7
6294,IGFBP5
39067,POLR1C
6302,STAT3
6306,FAM83H
39078,PURG
39083,COPA
39088,TECTA
6320,NOD2
6330,DLG4
39099,DHX36
6333,YWHAE
6336,REPS1
6343,FOXD3
39112,GPC1
6346,PAPLN
6348,RNF8
39121,KBTBD12
39123,PLS1
6356,RTEL1
6358,HYAL1
39128,ANKRA2
6361,CASP5
6363,SNRPA1
6366,MAN2A1
6372,PVR
6376,PGBD4
6377,CXCL16
39145,CASP1
39149,SYPL1
39150,RHPN1
6383,PLEKHM1
39155,BRD2
6387,CCDC12
39159,WDR3
6394,DHX8
39162,MMP23B
6395,UBC
6400,XIRP1
6401,COMMD8
6402,NTHL1
6403,FAM76B
39175,DVL2
6407,RREB1
6409,GABARAPL2
6410,MAPK9
6412,AP1G2
6414,CHTOP
39184,MYH7B
39193,CANT1
39194,TMEM203
39199,GLRX2
39200,CDK11B
6435,PTP4A2
39203,STAT2
6437,OSR2
39205,ZBED3
39212,RALB
39217,UNC5C
6453,LAMC1
6455,NRBP2
39224,PAN2
6457,SUPT20H
6458,CTSB
6461,TPM2
6463,KMT5C
6465,COL24A1
6468,GSC
39236,LRRC32
39241,CMAS
39242,DLG3
39245,PDZRN3
6478,CHMP2B
6484,CEP57L1
39255,GPRC5A
39268,CASP4
39270,SOS1
39275,MAN2C1
39278,DHX35
39279,DLL3
39280,SPRED1
39287,SULT6B1
6525,SHCBP1
39294,LMBRD1
39295,DDX3X
39296,C7orf61
6529,FAM126A
6530,VSIG10
6535,RER1
6542,SLCO1B3
6544,HECTD1
39314,APPL1
6547,MLKL
6548,BRD7
6551,GRIA3
39323,HMGCS1
6556,RPL22
6562,PLCG2
39332,SLC1A3
6570,RPS6KA6
6577,PBX1
6579,TIMM9
39353,LAMA4
39355,NAGK
6591,CLC
6592,SYT7
6602,ROCK1
39370,DPM2
39372,SPNS2
39373,NECAP1
6606,SF3B2
39375,RPL8
39374,TCHHL1
6608,TCAP
39382,CD80
6624,NBEAL2
39392,SF3B1
39394,PRCC
6627,PPP6R3
6628,PEX1
39397,CRISP3
39400,CLOCK
6637,UBE2L6
39409,EXTL1
39411,RHOD
39414,KNG1
6646,IL3
6648,CDKN2C
39418,ATF6B
6653,PDCD2L
6654,MMP8
39423,TGFBR3
6657,IL22RA2
6660,TNFSF12
39431,SLC4A2
39432,TRIM31
39437,B4GALT3
39440,MPP5
6678,SLC25A32
6681,DUSP6
39450,IFRD2
39451,ATMIN
6685,ELP3
39453,MYL12A
6687,CHST8
39454,PLCG1
39457,HCN4
6690,CYTH4
39461,ANGPTL3
6694,DCLRE1B
39463,PPIG
6696,OPTC
6701,POLR3K
39470,HDX
6704,HTR1B
6705,SFXN3
6708,TNFSF8
39477,FDXACB1
39480,CAVIN3
39482,ZNF444
6716,PITPNB
39489,DCTN5
6722,NUDC
39498,KEAP1
39502,TMED2
39508,FOXR1
6742,PRR11
39512,SHC4
6751,DISP1
6752,TMEM161A
6753,OPRL1
39521,DHX57
39523,GOLGB1
39525,AMPH
39526,SPTBN4
6770,HOXA3
6771,DOCK8
39540,PPIP5K1
6779,PPP1R15A
6787,ANKFY1
39557,IL2RG
39562,CDKN1A
39563,SYCP1
39564,PYM1
39565,DSPP
39566,MMP1
39568,RHAG
6804,ABCC4
39572,FAM71A
6806,OMA1
6808,GIPC2
6812,KLC3
6814,LRP10
39586,GDF1
6818,SPATA21
39587,KCNH6
39590,ADRB2
6826,SYNC
39595,XK
39596,HTR3E
39597,ANKZF1
6829,ZFP36L2
39598,PAPPA
39601,LRIG3
6834,SCNN1D
39603,PLEKHH1
39605,CRYL1
39607,ETNK2
6840,PPP2R5E
39611,PLEKHG2
39612,FREM1
39613,CLEC4E
39621,CCDC170
6857,FAM32A
6861,ATP10A
6863,TOP3A
6865,WDR74
6866,MYH7
39634,ZCCHC7
39636,RAD23A
39638,GXYLT1
6872,INMT
39643,NFAT5
6879,TTLL1
39655,SLC35A4
6896,DEK
6897,SIRT1
6898,EAF1
6900,PMS1
6903,AEBP2
39671,TNFRSF11B
6914,MED23
39685,RGS22
39694,RMI1
39695,HOXD1
39696,RNF141
39697,CAPN2
39704,NAGA
6937,CSNK1D
6938,NCBP1
39705,HSPBP1
6940,DSG4
39707,PTGIR
6936,TMBIM6
6942,SNRNP35
39712,PAICS
6949,ZNF443
39727,FMO2
6962,APOE
6965,EPHA1
39736,DOCK10
39737,CYP7A1
6971,EPB41L5
39743,SAMD9
6981,PI15
6983,TUBE1
6984,CHRNA4
39752,EIF2B2
6986,TAP1
6987,FBXW5
6988,MPZ
39762,KRT79
6998,EHMT2
39771,ZFP36L1
7004,ARPC2
39776,CCL21
39780,DDAH2
7018,TYMP
39788,PTPA
7024,P3H2
39793,DLC1
39797,PTCRA
39799,MRPL33
7036,ZMYM5
39810,FANCC
7043,ASIC5
7045,SOX14
7053,CDK3
7056,TMEM126A
39825,TOP2B
7060,RBL1
39830,NDUFB10
39837,HHLA2
39839,ADAM23
39843,IFFO1
7076,FUS
7080,ADCY8
39852,AXL
7085,DNASE1L2
7084,UTP6
39863,SNX24
7096,PAK1IP1
7097,P2RY2
39870,KCND1
7104,HHATL
39876,SUV39H2
7116,HRH2
39884,GPSM3
39887,UBE2C
7120,SERPINH1
7123,SLC5A5
7129,MC1R
7131,PSMD12
39901,GPX3
7133,DRAP1
7136,WASHC4
39904,APOD
7140,TCAF1
39909,EPB41L1
39913,ZNF138
39914,FBXW11
7151,UCN
7153,PAQR5
7158,RNF13
39930,RBMX
7175,HNRNPL
7177,TXNDC5
7185,AMACR
7191,PRKAG1
39960,PAPOLA
39963,TRAPPC1
7201,ICMT
39973,HDGFL1
7206,TAX1BP3
39977,AHR
39979,SULF2
39980,ECE1
39990,IGSF9
7223,CAMK1G
39995,HACD1
7228,DNAJC25
39999,AHNAK2
7234,TSSK1B
40003,SLIRP
40006,CDK2
40008,SPAG1
40011,MFAP4
40012,TMC8
7245,BOD1L1
40014,RBBP4
7249,ANAPC4
7259,IL20RB
7262,POU2F2
40033,NR5A1
40036,ADCY7
40038,ST6GALNAC1
7273,MOAP1
40042,VIM
7275,CTU1
40045,AURKAIP1
40049,SDR9C7
7288,TK1
7290,NECTIN3
7291,MTR
7294,LSM11
7295,PRDM4
7297,TMEFF1
40067,PLEKHS1
40074,MRPS33
7308,RND3
40077,HRG
7309,ZNF805
7311,RGL4
40081,TAS2R14
7313,ZNF229
40084,ZNF563
40087,MBD1
40089,RAB38
40091,PSMD11
40094,COLEC10
7327,MRPS23
40096,CHPT1
40099,ELOA
7333,CARD10
7334,IMPDH1
7339,THAP10
40108,CDS1
40109,KCTD3
7347,RPL3
40118,ASB5
40120,FNDC9
7360,ASTL
40132,RAB29
7365,LCE1E
7372,EIF1AX
7374,ZNF74
7375,ZNF619
7377,DNAJC17
40149,NOL12
7383,OR2L13
7385,RNF41
7386,SESN1
40155,ZNF346
7389,RPP40
40159,SERINC2
40160,MAPK7
7391,TMEM95
7394,TOPAZ1
40161,PPM1J
7398,ISG20L2
7399,CENPC
7402,SREBF2
40174,NOP16
40182,FGF5
7414,PPP1R1C
7416,CD302
40189,CRY2
40192,DOLPP1
40194,TMED9
40208,SNX4
40209,PHYHD1
7441,ZFP36
40219,SLC39A13
7452,MTUS1
7453,ZBTB32
40221,NCKAP1L
7457,PRPF4
7461,PLD5
40231,GRIN2D
40232,ST7
40233,SEC61G
7470,AKIP1
40239,POU2F1
40242,TNIP1
7476,ME1
7478,MRPL17
40251,MTFMT
40256,FABP4
40257,GNL2
40258,JUP
7494,HOXC11
7497,FRK
40272,PRDM5
7505,SCN3B
7507,DACH1
40275,SLC25A12
7511,VEGFB
7513,RPUSD4
7515,UBE2R2
40283,CMTM3
40284,GCNT4
40290,CXCL2
40296,RHOC
7528,NMNAT3
7532,MRPL48
40302,RPS12
7535,HOXD4
7537,SNX27
7539,C7
40308,DPY19L1
40309,PLXNB1
7553,PROCR
7559,IPO13
7561,SRPX2
40330,C15orf39
40340,METAP2
7575,TTK
40344,G3BP1
7578,SYTL2
7580,NEFM
40353,FLII
7590,DYRK4
7593,ZNF521
40362,ZNF69
7595,UBA52
40364,MED7
40365,NADSYN1
40366,PFN2
7599,HACD3
7603,BBS2
40375,CHMP2A
7609,PPAN
7610,CCL23
40380,C9orf57
7614,AIMP2
7627,MAD2L1BP
40401,RAP1A
7637,BMF
40405,EMC6
7643,ZNF419
7648,MYH4
40420,APLNR
7655,SOCS1
40429,EPN3
40431,TMEM132D
7671,CLK3
40439,P2RX6
7673,RTL8C
7677,RTN2
40450,FAM53A
7683,PNN
40455,CD28
40459,SMARCC2
40464,MDM4
40468,PTPRE
40470,TRIM16
40471,ODF3L1
40473,UNKL
7707,LARP6
40476,URB2
7710,OCEL1
7711,TCF20
7712,TMEM123
7718,SPACA7
40486,SH3BP5L
40488,ACADSB
40491,DAB2
40496,RNF149
40499,NPY2R
7733,MRPL42
7739,EFNA1
7742,FAF2
7745,SMU1
7747,PIM1
40516,TP53RK
7750,SHTN1
7751,CTU2
40522,C6
7757,OR10J1
40527,SLC10A7
40528,SF3A2
7763,RNF39
7771,CHRNA1
40540,EIF5B
40541,GTSE1
7777,STARD6
40546,GOPC
7779,RAD51AP2
40553,FPGS
7790,TANK
7795,TKTL1
7800,ALDOC
40569,RPL10A
7804,DOCK3
40573,ADAT2
7809,PAX7
40578,TNFRSF10A
7815,TMEM181
40585,SPOUT1
40586,CHSY3
7823,ELL3
7828,CD6
40599,KAT6B
40600,PRIM1
7833,PSMG3
40604,PGRMC2
7837,PYGB
7839,RAB33B
40608,ATP6V1G1
40615,MKKS
40617,FBXO48
7851,ANGEL2
40620,KIR2DL1
40619,RILPL1
40624,CRKL
7859,DFFA
40629,THBD
7862,WEE1
7861,NUDT9
40632,MYH3
7865,NUDCD1
7866,SLC35A5
40644,S100Z
40645,CHRD
7881,ATF7
7884,SUFU
40653,SNX7
40655,SCARF2
40657,SPSB3
7893,SLC13A1
40662,ZFHX3
40665,EVI5
40667,EFNB3
40668,POLR2I
40669,ALG10B
40671,UBE4B
7905,SLC17A9
7910,ASB10
7913,LLGL1
7914,C1orf162
7916,BTBD7
7917,CYP27A1
7921,FRMPD1
40690,ITGA6
7923,TBC1D8B
7924,NINJ2
40692,ARMT1
40694,TCF19
40696,FBXO32
7935,CLIP3
7941,DCDC2
7945,HIP1
7953,ATG9A
7957,SGCA
40726,ATG4B
7962,TMEM131
40731,PIK3CB
7965,MAPK11
7968,PFDN6
40739,FANCM
40744,ZNF764
40750,SMTNL2
40752,IL5RA
7986,CSH1
40756,SYCE2
40760,HMGN3
7992,NDUFS8
40767,REV3L
40772,DYRK3
8005,CEP85
8006,C1orf43
40774,ZBTB33
40784,GBE1
40787,ALDOB
8022,RPS26
8027,NUDCD3
8028,LBX2
8031,FOXN4
8033,CNKSR1
40804,EIF2AK1
8039,ADAMTS1
40808,MRPL14
40809,FBXO25
40820,C4orf33
8053,KCNJ5
8059,TBC1D17
8061,DDX49
40830,PCYT2
40832,ABHD11
40839,GML
40846,C1QTNF6
40850,GAB1
8083,SCARF1
8084,TEX43
40853,HNRNPCL1
40854,WWC3
40855,CFD
8090,ROMO1
40859,ATF6
8092,LAPTM5
40861,PRPF38A
40860,UHRF2
40863,USP47
40864,NR4A2
40870,RPS6KA4
40878,PLEKHD1
8119,SDF4
8122,TAZ
8125,EFCAB7
8126,MXRA7
40895,STAMBP
40900,RCAN1
8141,GJC1
40913,CYP19A1
40914,TSC2
40915,PPM1E
40916,GPAT3
40920,VGLL2
8160,AKT2
8164,E2F1
40936,MOSPD3
40937,HIGD1A
40940,HOGA1
40942,HDAC7
40944,HIF1A
8181,OSMR
40950,SFTPD
40959,COG5
40962,PTGIS
8195,FAM91A1
40964,MDC1
8198,YARS2
8202,HSPA13
8204,ZCCHC9
40973,ITLN2
8207,NSMCE2
40976,SAGE1
40977,CSF3R
8209,RAD9B
40978,MOB3B
8213,NOXA1
40985,INSM2
40986,TRIM44
40992,DENND4B
8226,GALT
8231,ACVR2B
8235,NXT2
8239,VRK1
8242,OXR1
8243,ORM1
8248,SCYL1
41016,NCSTN
8250,PKD2L1
41020,PPIC
41030,ADAMTS2
41033,WFIKKN2
41036,SERTAD1
41041,NSUN7
41045,NECAB2
8277,LBX1
41054,MPHOSPH9
41055,CD109
8295,IPO9
8299,UBE2E1
8301,FBXO17
41070,MTFR1L
41071,ADGRE1
8304,DDR2
8302,CDC42EP5
41080,SERPINB6
8317,SIRT7
41085,PDLIM3
8322,DDX60L
41091,SF3B6
41090,USP17L12
8324,HMX1
8327,CA5A
41097,REPIN1
41098,ACVR1C
41099,INSM1
41102,MRNIP
41103,CHEK1
8335,TRMT11
41109,ZNF512
8345,KIAA0100
8348,PINK1
8351,GPC5
41121,SMC4
8358,KLK15
8363,PYROXD2
8364,DUOXA2
41139,KLHDC8A
8372,KLK8
41140,PDE7A
8375,EFCAB13
41144,SEMA6A
41156,ARMC9
41162,CD44
8397,KAT6A
41168,AKT1S1
8406,CNPY2
41175,SDCCAG8
8412,PIGB
41189,MEMO1
8422,NOP53
8421,ETV1
41193,DYNC1I2
41196,YWHAZ
41197,USP33
8431,ACBD4
8432,LYRM4
8433,TLE3
8436,LDLRAD3
8437,WDR44
41219,ZNF606
8453,MRPL22
41222,HES1
8458,GSK3B
8459,PHOX2A
41231,MAG
41233,TIGD2
41237,CELF2
8476,UBE2S
8480,PLAA
41252,GRK7
41262,DDX10
41263,MYO3B
41264,UBE2D3
41265,ABLIM3
41269,NTRK3
8506,ARHGAP10
8511,CARD11
8512,PIMREG
41282,WIPI2
8516,RPL9
41286,VPS54
41288,L2HGDH
41293,MPPED1
41296,SETMAR
8531,C19orf53
8535,GNG3
41311,DCTN2
41317,PUM1
8552,PF4V1
41329,FGFR3
41335,LAMC2
8574,SAMD14
8578,CDR2
41346,TUBA1C
41347,TM2D3
41353,POLI
8587,MAP3K9
41356,IQGAP1
8588,RIT2
41362,ANKLE1
8603,ADORA2A
41374,MAPK12
41375,C9orf43
41380,SYT1
8613,PCMT1
8612,UBR7
41386,RXYLT1
41395,PILRA
8628,ELOVL1
41397,ANO5
41399,KIF22
8637,CD38
8645,MCM5
8646,FLRT2
8648,TMEM86B
8651,PAPPA2
41420,TMEM207
8654,CDT1
8659,ACO1
41430,MRPL15
8663,R3HDM2
41432,GSK3A
41434,FLT1
8666,SOHLH2
41435,ATP2B3
8670,INTS4
41438,TMX4
8673,LEP
41448,LIG1
41456,CASP6
41459,NCAPH2
8697,CALM2
41466,STK32B
8699,SIPA1
41470,RPAP3
8702,ZNF239
41472,IFT46
8705,PRSS8
41473,ZC3H8
41476,MSH5
8711,CHERP
41488,SUPT3H
41499,DNAJC8
8733,ZNF407
41503,MRPS18B
8736,TUBG1
8744,SYNRG
41516,ZNF174
41521,FBXW7
41522,PEX10
41525,ABRACL
8759,WDR33
8761,DCSTAMP
41531,SH3RF1
8763,GEMIN4
8764,BTD
8765,LRG1
41535,NOLC1
41533,PDCD4
8769,CCL2
8774,SHOC2
41544,LIN52
41552,VPS25
41553,MKI67
8788,MINPP1
41560,PPP1R13L
8792,ZBTB8OS
8796,FANCG
41565,OSGEPL1
41566,PARP2
8805,TPD52L1
41576,ADH6
8810,MYL2
41582,DVL1
41584,SEC14L3
8819,WBP4
41589,RBM23
8823,TNKS
41596,ADAMTS10
8833,TBC1D31
41602,RAPGEF6
41605,HTR1E
8838,ATOX1
41611,SMO
41616,MCM4
41620,RAB2A
41623,PROK2
41624,PLK4
8857,FADS2
8858,COMMD10
41628,NUAK1
8865,SAMD9L
8867,IRS1
41640,AANAT
8873,MSRA
8872,GNB1L
8874,ZNF296
41649,SIX6
8884,AMZ2
8886,MSLN
41655,CLK4
41658,TMEM116
41659,MPZL1
8896,CCDC22
8900,GPR35
8902,APC
41674,HOXA11
8906,TRIM25
41677,CALD1
8909,PIN4
41678,FBXL15
8917,CRCP
8922,GTF3C5
41693,TMEM94
8926,EBF3
8930,RNASEH2A
41707,FN1
8940,JAM2
8939,SPIN1
8950,ALOX5AP
41719,BORCS6
41720,NOS2
8953,ZNF12
8957,PDE9A
41725,KLHL2
8959,C6orf136
41729,ACOT11
8966,XPR1
8970,AP2A2
41739,BTC
41742,SCP2
41749,GALNT11
41751,TRIM60
8984,CDC25B
41753,PPP3CB
8986,BCL2L14
41755,RIMS3
8991,NOA1
9007,TNFSF15
41775,SCHIP1
41781,IL17RB
9020,ALLC
41789,HDGFL2
9023,SNW1
9030,AQP11
9040,GPKOW
41819,PRRC2A
41820,ZFPM2
9054,BAZ2B
41825,SPRY1
41829,SNRNP40
9063,POLE3
9064,MAP2
41834,FAM114A1
41838,ESRRA
41839,UBN1
9077,ARFGEF1
41850,JPH4
9082,TBKBP1
41855,STXBP4
9089,SETD1A
41858,B4GAT1
9093,TM4SF1
41862,BARX2
9096,CYBB
9100,SYCE1L
41869,RCAN2
9118,NEUROG1
41888,EPHA5
41890,ZNF146
41893,PI4KB
9125,HOXA2
9128,ITSN1
41905,ILDR2
9142,LXN
9146,RNF14
41915,EGLN3
9150,OR2L3
41922,YIPF1
41924,ZNF768
9157,KRT8
41928,FASTK
41930,INIP
9163,NAA40
9164,ACTR3B
41943,ZIM3
41948,AK2
9183,PDCD10
41952,SUN5
9185,RNGTT
41951,NDUFA12
41957,NACAD
9191,SNX9
41968,RIC1
9210,DTWD2
9211,TSPYL5
